Timestamp,Gender,Age_Range,Admission_Year,Faculty,Level_of_Study ,Parental_Level_of_Education,  Financial_Support_Source,  CGPA_Range,  Hours_of_Study_per_Week,  Class_Attendance,Accommodation_Type,Do_you_work_while_studying?,Internet_Access,  Participation_in_Clubs/Activities,  Scholarship_Status,"Do_you_receive_academic_support_(tutorials, mentorship, etc.)?",Health_Challenges,School_Activities_Stress,Dropout_Intention?
12/6/2025 15:12:49,Male,20–23 years,2021/2022,Engineering and Technology (FET),500 Level,Bachelor’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),Less than 5 hours,Irregular,Hostel,No,Good,No,No,Yes,No,Very Stressful,Yes
12/6/2025 15:25:47,Male,16–19 years,2021/2022,Engineering and Technology (FET),500 Level,Bachelor’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),Less than 5 hours,Regular,Hostel,Yes,Manage,No,No,No,No,Very Stressful,No
12/6/2025 15:38:05,Female,20–23 years,2022/2023,Pure and Applied Science (FPAS),400 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Manage,No,No,Yes,No,Moderately Stressful,No
12/6/2025 15:41:44,Male,24–27 years,2021/2022,Computing and Informatics (FCI),100 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Squatting,Yes,Good,No,No,No,No,Not Stressful,No
12/6/2025 16:03:33,Male,16–19 years,2024/2025,Arts and Social Science (FASS),200 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Above 20 hours,Regular,Squatting,No,Manage,No,No,No,No,Very Stressful,No
12/6/2025 16:14:24,Female,20–23 years,2022/2023,Pure and Applied Science (FPAS),300 Level,Some College,Parents/Guardians,2.50 – 3.49 (Second Class Lower),Less than 5 hours,Regular,Hostel,No,Manage,No,Yes,No,No,Very Stressful,No
12/6/2025 16:17:03,Female,16–19 years,2023/2024,Pure and Applied Science (FPAS),300 Level,Some College,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,No,Good,No,No,Yes,No,Very Stressful,No
12/6/2025 16:20:48,Female,20–23 years,2023/2024,Pure and Applied Science (FPAS),300 Level,Some College,Parents/Guardians,3.50 – 4.49 (Second Class Upper),11–20 hours,Regular,Hostel,Yes,Manage,No,No,Yes,No,Very Stressful,No
12/6/2025 18:10:55,Male,20–23 years,2021/2022,Engineering and Technology (FET),500 Level,Some College,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Poor,No,No,Yes,No,Very Stressful,No
12/6/2025 18:28:34,Male,24–27 years,2021/2022,Engineering and Technology (FET),500 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Good,Yes,No,No,No,Very Stressful,No
12/6/2025 19:11:11,Female,16–19 years,2024/2025,Management Sciences (FMGS),200 Level,Master’s Degree,Parents/Guardians,4.50 – 5.00 (First Class),Less than 5 hours,Regular,Hostel,No,Manage,No,No,Yes,No,Very Stressful,No
12/6/2025 19:19:22,Female,16–19 years,2024/2025,Management Sciences (FMGS),200 Level,None,Parents/Guardians,1.50 – 2.49 (Third Class),5–10 hours,Regular,Squatting,No,Good,No,No,Yes,No,Very Stressful,No
12/6/2025 19:19:29,Female,16–19 years,2024/2025,Management Sciences (FMGS),200 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Manage,No,No,No,"Yes, Minor",Moderately Stressful,No
12/6/2025 19:23:31,Female,16–19 years,2024/2025,Management Sciences (FMGS),200 Level,Master’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),Less than 5 hours,Regular,Hostel,No,Manage,No,No,,No,Very Stressful,No
12/6/2025 19:44:42,Male,20–23 years,2021/2022,Pure and Applied Science (FPAS),500 Level,Some College,Parents/Guardians,4.50 – 5.00 (First Class),11–20 hours,Regular,Hostel,No,Good,Yes,No,Yes,No,Very Stressful,No
12/6/2025 20:25:31,Female,20–23 years,2022/2023,Management Sciences (FMGS),400 Level,Secondary School,Parents/Guardians,2.50 – 3.49 (Second Class Lower),Less than 5 hours,Regular,Hostel,No,Good,No,No,No,No,Moderately Stressful,No
12/6/2025 20:33:37,Male,20–23 years,2024/2025,Engineering and Technology (FET),200 Level,Some College,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Good,No,No,Yes,"Yes, Minor",Very Stressful,No
12/6/2025 20:34:25,Female,20–23 years,2024/2025,Pure and Applied Science (FPAS),200 Level,Secondary School,Parents/Guardians,2.50 – 3.49 (Second Class Lower),Above 20 hours,Regular,Hostel,No,Manage,No,No,Yes,No,Very Stressful,No
12/6/2025 20:39:35,Female,24–27 years,2022/2023,Arts and Social Science (FASS),400 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Manage,Yes,No,Yes,No,Very Stressful,Yes
12/6/2025 20:41:13,Male,16–19 years,2022/2023,Management Sciences (FMGS),400 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,No,Manage,No,No,Yes,No,Moderately Stressful,No
12/6/2025 20:59:31,Female,20–23 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,None,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Manage,No,No,No,"Yes, Minor",Moderately Stressful,No
12/6/2025 21:09:27,Female,16–19 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Irregular,Hostel,Yes,Manage,Yes,No,Yes,No,Moderately Stressful,No
12/6/2025 21:24:50,Male,20–23 years,2023/2024,Basic Medical Sciences (FMBS),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),11–20 hours,Regular,Squatting,Yes,Manage,Yes,No,No,"Yes, Minor",Moderately Stressful,No
12/6/2025 21:26:01,Female,16–19 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Master’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Good,No,No,Yes,No,Very Stressful,No
12/6/2025 21:46:35,Male,20–23 years,2022/2023,Engineering and Technology (FET),400 Level,Master’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Good,Yes,No,No,No,Moderately Stressful,No
12/6/2025 21:47:19,Female,20–23 years,2023/2024,Pure and Applied Science (FPAS),300 Level,Bachelor’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),Less than 5 hours,Regular,Squatting,Yes,Manage,No,No,No,No,Very Stressful,No
12/6/2025 21:56:51,Female,16–19 years,2024/2025,Food & Consumer Sciences (FFCS),200 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),11–20 hours,Regular,Hostel,No,Good,No,No,Yes,No,Moderately Stressful,No
12/6/2025 21:58:34,Male,20–23 years,2021/2022,Engineering and Technology (FET),500 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Good,Yes,No,Yes,"Yes, Minor",Moderately Stressful,No
12/7/2025 0:08:46,Male,20–23 years,2023/2024,Arts and Social Science (FASS),200 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,No,Manage,No,No,Yes,No,Very Stressful,No
12/7/2025 1:32:31,Female,16–19 years,2024/2025,Pure and Applied Science (FPAS),200 Level,Bachelor’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),Less than 5 hours,Regular,Hostel,No,Good,No,No,No,No,Very Stressful,No
12/7/2025 8:38:17,Female,20–23 years,2021/2022,Pure and Applied Science (FPAS),500 Level,Secondary School,Parents/Guardians,4.50 – 5.00 (First Class),5–10 hours,Regular,Hostel,No,Good,No,No,Yes,No,Moderately Stressful,No
12/7/2025 10:24:20,Female,16–19 years,2024/2025,Computing and Informatics (FCI),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Good,Yes,No,No,No,Very Stressful,No
12/7/2025 11:24:29,Female,16–19 years,2023/2024,Pure and Applied Science (FPAS),300 Level,Master’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Irregular,Hostel,No,Manage,No,No,Yes,"Yes, Minor",Very Stressful,No
12/7/2025 14:45:01,Male,20–23 years,2021/2022,Engineering and Technology (FET),500 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Good,No,No,,No,Very Stressful,No
12/7/2025 19:15:33,Male,16–19 years,2023/2024,Engineering and Technology (FET),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Irregular,Hostel,Yes,Good,No,No,Yes,"Yes, Minor",Very Stressful,No
12/7/2025 21:33:56,Male,24–27 years,2021/2022,Engineering and Technology (FET),500 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),11–20 hours,Regular,Hostel,Yes,Manage,No,No,Yes,No,Moderately Stressful,No
12/7/2025 21:36:31,Female,16–19 years,2023/2024,Basic Medical Sciences (FMBS),300 Level,Some College,Parents/Guardians,4.50 – 5.00 (First Class),5–10 hours,Regular,Hostel,Yes,Manage,Yes,No,Yes,No,Moderately Stressful,No
12/7/2025 23:05:19,Male,24–27 years,2021/2022,Computing and Informatics (FCI),100 Level,Secondary School,Others,4.50 – 5.00 (First Class),Less than 5 hours,Regular,Hostel,Yes,Manage,No,No,No,No,Very Stressful,No
12/7/2025 23:06:33,Male,20–23 years,2022/2023,Computing and Informatics (FCI),400 Level,Some College,Parents/Guardians,3.50 – 4.49 (Second Class Upper),11–20 hours,Regular,Hostel,No,Manage,Yes,No,Yes,No,Moderately Stressful,No
12/7/2025 23:11:45,Male,16–19 years,2024/2025,Engineering and Technology (FET),200 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Manage,Yes,No,Yes,No,Very Stressful,No
12/7/2025 23:17:07,Female,20–23 years,2021/2022,Agricultural Science (FAS),500 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Manage,No,No,No,No,Very Stressful,No
12/8/2025 0:06:50,Male,24–27 years,2021/2022,Engineering and Technology (FET),500 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),11–20 hours,Regular,Hostel,No,Poor,No,,Yes,No,Moderately Stressful,No
12/8/2025 1:12:08,Female,20–23 years,2021/2022,Agricultural Science (FAS),500 Level,Secondary School,Parents/Guardians,2.50 – 3.49 (Second Class Lower),11–20 hours,Regular,Hostel,No,Good,No,No,Yes,No,Very Stressful,No
12/8/2025 6:29:46,Female,20–23 years,2021/2022,Pure and Applied Science (FPAS),500 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),11–20 hours,Regular,Hostel,No,Manage,No,No,No,No,Very Stressful,No
12/8/2025 7:39:15,Male,20–23 years,2021/2022,Computing and Informatics (FCI),500 Level,Secondary School,Parents/Guardians,2.50 – 3.49 (Second Class Lower),5–10 hours,Regular,Hostel,Yes,Good,No,No,No,"Yes, Minor",Moderately Stressful,No
12/8/2025 7:41:29,Male,20–23 years,2021/2022,Computing and Informatics (FCI),500 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,Yes,Poor,No,No,No,No,Moderately Stressful,No
12/8/2025 8:25:07,Male,20–23 years,2021/2022,Agricultural Science (FAS),500 Level,Master’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,Yes,Good,Yes,No,,No,Moderately Stressful,No
12/8/2025 8:39:15,Female,16–19 years,2022/2023,Pure and Applied Science (FPAS),300 Level,Some College,Parents/Guardians,4.50 – 5.00 (First Class),5–10 hours,Regular,Hostel,No,Good,No,No,Yes,No,Moderately Stressful,No
12/8/2025 9:20:33,Male,24–27 years,2023/2024,Engineering and Technology (FET),300 Level,Master’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,No,Manage,No,No,No,No,Very Stressful,No
12/8/2025 9:20:52,Male,20–23 years,2023/2024,Engineering and Technology (FET),300 Level,Bachelor’s Degree,Self-sponsored,3.50 – 4.49 (Second Class Upper),Above 20 hours,Regular,Hostel,No,Manage,No,No,No,No,Very Stressful,No
12/8/2025 9:24:44,Female,20–23 years,2021/2022,Nursing Science (FNS),500 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Good,Yes,No,No,No,Very Stressful,No
12/8/2025 9:52:26,Male,24–27 years,2021/2022,Pure and Applied Science (FPAS),500 Level,Secondary School,Parents/Guardians,2.50 – 3.49 (Second Class Lower),11–20 hours,Regular,Hostel,Yes,Good,Yes,No,No,"Yes, Minor",Very Stressful,No
12/8/2025 10:12:32,Male,16–19 years,2024/2025,Engineering and Technology (FET),200 Level,None,Parents/Guardians,2.50 – 3.49 (Second Class Lower),5–10 hours,Regular,Squatting,No,Manage,No,No,Yes,No,Moderately Stressful,No
12/8/2025 10:22:12,Male,16–19 years,2024/2025,Engineering and Technology (FET),200 Level,Secondary School,Parents/Guardians,4.50 – 5.00 (First Class),5–10 hours,Regular,Hostel,No,Good,No,No,No,No,Very Stressful,No
12/8/2025 10:25:05,Male,16–19 years,2023/2024,Engineering and Technology (FET),200 Level,Master’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,No,Good,No,No,Yes,No,Moderately Stressful,No
12/8/2025 10:41:33,Male,16–19 years,2024/2025,Engineering and Technology (FET),200 Level,Bachelor’s Degree,Parents/Guardians,4.50 – 5.00 (First Class),11–20 hours,Regular,Hostel,No,Good,No,No,Yes,No,Moderately Stressful,No
12/8/2025 11:29:24,Male,20–23 years,2024/2025,Engineering and Technology (FET),200 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Good,No,No,No,No,Very Stressful,Not Sure
12/8/2025 12:21:46,Male,16–19 years,2024/2025,Engineering and Technology (FET),200 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Poor,No,No,Yes,No,Very Stressful,Not Sure
12/8/2025 13:26:56,Male,20–23 years,2024/2025,Engineering and Technology (FET),200 Level,Secondary School,Scholarship,2.50 – 3.49 (Second Class Lower),5–10 hours,Regular,Hostel,Yes,Good,Yes,Yes,Yes,No,Very Stressful,No
12/8/2025 14:53:42,Male,16–19 years,2024/2025,Engineering and Technology (FET),200 Level,Some College,Parents/Guardians,2.50 – 3.49 (Second Class Lower),Less than 5 hours,Regular,Hostel,No,Manage,No,No,No,No,Very Stressful,No
12/8/2025 15:13:15,Female,20–23 years,2021/2022,Food & Consumer Sciences (FFCS),500 Level,Secondary School,Others,3.50 – 4.49 (Second Class Upper),Above 20 hours,Regular,Hostel,Yes,Manage,No,Yes,Yes,No,Moderately Stressful,No
12/8/2025 17:05:04,Female,20–23 years,2021/2022,Agricultural Science (FAS),500 Level,Some College,Parents/Guardians,2.50 – 3.49 (Second Class Lower),5–10 hours,Regular,Hostel,Yes,Good,No,No,Yes,No,Very Stressful,No
12/8/2025 19:01:48,Male,20–23 years,2022/2023,Computing and Informatics (FCI),400 Level,Bachelor’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),5–10 hours,Regular,Hostel,No,Manage,No,No,Yes,No,Moderately Stressful,No
12/8/2025 20:30:00,Female,16–19 years,2024/2025,Food & Consumer Sciences (FFCS),200 Level,Some College,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Good,No,Yes,Yes,No,Very Stressful,No
12/8/2025 20:30:14,Male,24–27 years,2023/2024,Pure and Applied Science (FPAS),300 Level,Secondary School,Self-sponsored,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Squatting,No,Manage,No,No,No,No,Not Stressful,No
12/8/2025 21:00:41,Male,20–23 years,2022/2023,Pure and Applied Science (FPAS),300 Level,Some College,Parents/Guardians,2.50 – 3.49 (Second Class Lower),5–10 hours,Irregular,Hostel,Yes,Good,Yes,No,Yes,"Yes, Minor",Moderately Stressful,No
12/8/2025 21:03:13,Female,20–23 years,2022/2023,Pure and Applied Science (FPAS),400 Level,Secondary School,Parents/Guardians,2.50 – 3.49 (Second Class Lower),Less than 5 hours,Irregular,Hostel,No,Good,No,No,No,No,Moderately Stressful,No
12/8/2025 21:03:40,Female,20–23 years,2021/2022,Food & Consumer Sciences (FFCS),500 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Manage,No,No,No,No,Very Stressful,No
12/8/2025 21:25:30,Female,16–19 years,2024/2025,Basic Medical Sciences (FMBS),200 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Manage,No,No,Yes,No,Very Stressful,No
12/8/2025 21:44:51,Male,20–23 years,2021/2022,Engineering and Technology (FET),500 Level,Bachelor’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),Less than 5 hours,Regular,Hostel,Yes,Manage,Yes,No,No,No,Moderately Stressful,No
12/8/2025 21:49:29,Female,20–23 years,2021/2022,Basic Medical Sciences (FMBS),500 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Manage,No,No,No,No,Moderately Stressful,No
12/8/2025 21:55:30,Female,20–23 years,2023/2024,Basic Medical Sciences (FMBS),200 Level,Bachelor’s Degree,Parents/Guardians,4.50 – 5.00 (First Class),5–10 hours,Regular,Hostel,No,Good,No,No,No,No,Very Stressful,No
12/8/2025 23:21:46,Male,20–23 years,2022/2023,Engineering and Technology (FET),400 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Good,Yes,No,Yes,No,Moderately Stressful,No
12/9/2025 6:37:28,Female,16–19 years,2023/2024,Engineering and Technology (FET),300 Level,Master’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Manage,No,No,Yes,No,Very Stressful,Not Sure
12/9/2025 6:40:27,Male,16–19 years,2023/2024,Engineering and Technology (FET),300 Level,Secondary School,Parents/Guardians,2.50 – 3.49 (Second Class Lower),Less than 5 hours,Regular,Hostel,No,Good,No,No,No,No,Moderately Stressful,No
12/9/2025 6:42:10,Male,16–19 years,2024/2025,Engineering and Technology (FET),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Poor,No,No,No,No,Very Stressful,No
12/9/2025 6:50:02,Male,16–19 years,2023/2024,Engineering and Technology (FET),300 Level,Some College,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Manage,No,No,Yes,No,Moderately Stressful,No
12/9/2025 6:52:44,Male,16–19 years,2022/2023,Engineering and Technology (FET),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Manage,No,No,No,No,Moderately Stressful,No
12/9/2025 6:59:57,Male,16–19 years,2023/2024,Engineering and Technology (FET),300 Level,Master’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),Less than 5 hours,Regular,Hostel,Yes,Manage,Yes,No,Yes,No,Moderately Stressful,No
12/9/2025 7:11:37,Male,16–19 years,2023/2024,Engineering and Technology (FET),300 Level,Master’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),Less than 5 hours,Regular,Hostel,No,Poor,No,No,No,No,Very Stressful,Not Sure
12/9/2025 7:21:03,Male,20–23 years,2023/2024,Engineering and Technology (FET),300 Level,Secondary School,Parents/Guardians,1.50 – 2.49 (Third Class),Less than 5 hours,Regular,Squatting,Yes,Manage,No,No,No,No,Very Stressful,No
12/9/2025 7:42:58,Male,16–19 years,2024/2025,Engineering and Technology (FET),300 Level,Bachelor’s Degree,Parents/Guardians,1.50 – 2.49 (Third Class),Less than 5 hours,Regular,Hostel,No,Manage,Yes,No,No,No,Very Stressful,No
12/9/2025 7:54:46,Male,16–19 years,2022/2023,Engineering and Technology (FET),300 Level,Bachelor’s Degree,Parents/Guardians,1.50 – 2.49 (Third Class),Less than 5 hours,Regular,Hostel,Yes,Manage,No,No,No,"Yes, Minor",Moderately Stressful,No
12/9/2025 8:18:57,Male,16–19 years,2023/2024,Engineering and Technology (FET),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Good,No,No,Yes,No,Moderately Stressful,No
12/9/2025 9:16:19,Male,16–19 years,2023/2024,Engineering and Technology (FET),300 Level,Secondary School,Parents/Guardians,1.00 – 1.49 (Pass),Less than 5 hours,Irregular,Hostel,No,Good,No,No,No,No,Moderately Stressful,Not Sure
12/9/2025 9:28:33,Female,16–19 years,2024/2025,Engineering and Technology (FET),200 Level,Bachelor’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),11–20 hours,Regular,Hostel,Yes,Manage,Yes,No,Yes,"Yes, Minor",Very Stressful,No
12/9/2025 9:34:48,Male,20–23 years,2023/2024,Engineering and Technology (FET),300 Level,Bachelor’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),Less than 5 hours,Regular,Hostel,Yes,Manage,No,No,No,No,Moderately Stressful,No
12/9/2025 10:05:26,Male,20–23 years,2023/2024,Computing and Informatics (FCI),300 Level,Bachelor’s Degree,Parents/Guardians,4.50 – 5.00 (First Class),5–10 hours,Regular,Hostel,Yes,Good,No,No,No,No,Moderately Stressful,No
12/9/2025 10:09:58,Female,16–19 years,2022/2023,Basic Medical Sciences (FMBS),300 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Above 20 hours,Regular,Hostel,No,Good,No,No,No,No,Very Stressful,No
12/9/2025 10:20:40,Female,20–23 years,2021/2022,Pure and Applied Science (FPAS),500 Level,Some College,Parents/Guardians,2.50 – 3.49 (Second Class Lower),Less than 5 hours,Regular,Hostel,No,Manage,No,No,Yes,No,Very Stressful,No
12/9/2025 10:56:17,Male,20–23 years,2023/2024,Engineering and Technology (FET),300 Level,Bachelor’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),5–10 hours,Irregular,Hostel,Yes,Manage,No,No,No,No,Very Stressful,No
12/9/2025 11:12:48,Female,20–23 years,2021/2022,Basic Medical Sciences (FMBS),300 Level,Master’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),11–20 hours,Regular,Hostel,No,Manage,Yes,No,Yes,No,Moderately Stressful,No
12/9/2025 11:15:32,Male,16–19 years,2023/2024,Engineering and Technology (FET),300 Level,Master’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),5–10 hours,Regular,Hostel,Yes,Poor,Yes,No,Yes,No,Very Stressful,No
12/9/2025 18:44:18,Female,16–19 years,2023/2024,Engineering and Technology (FET),300 Level,Secondary School,Parents/Guardians,4.50 – 5.00 (First Class),5–10 hours,Irregular,Hostel,Yes,Manage,Yes,No,Yes,No,Very Stressful,No
12/9/2025 21:06:46,Female,20–23 years,2021/2022,Computing and Informatics (FCI),500 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Manage,Yes,No,No,No,Moderately Stressful,No
12/10/2025 10:34:27,Female,20–23 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Manage,No,No,No,No,Moderately Stressful,No
12/10/2025 15:55:11,Female,20–23 years,2024/2025,Arts and Social Science (FASS),200 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,Yes,Good,No,No,No,No,Very Stressful,No
12/10/2025 15:56:20,Female,20–23 years,2024/2025,Arts and Social Science (FASS),200 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,Yes,Good,No,No,No,No,Very Stressful,No
12/11/2025 12:05:16,Female,16–19 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Poor,No,No,No,No,Moderately Stressful,No
12/11/2025 18:42:51,Female,20–23 years,2025/2026,Arts and Social Science (FASS),100 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Good,No,No,No,No,Moderately Stressful,No
12/11/2025 19:03:51,Male,20–23 years,2023/2024,Engineering and Technology (FET),300 Level,Bachelor’s Degree,Parents/Guardians,1.50 – 2.49 (Third Class),Less than 5 hours,Regular,Hostel,Yes,Manage,No,No,Yes,No,Moderately Stressful,No
12/11/2025 22:11:48,Male,20–23 years,2023/2024,Computing and Informatics (FCI),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Good,No,No,Yes,No,Moderately Stressful,No
12/11/2025 22:12:31,Female,16–19 years,2025/2026,Nursing Science (FNS),400 Level,Master’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Good,Yes,No,Yes,"Yes, Minor",Not Stressful,No
12/11/2025 22:14:18,Female,16–19 years,2025/2026,Nursing Science (FNS),100 Level,Master’s Degree,Parents/Guardians,4.50 – 5.00 (First Class),Less than 5 hours,Regular,Hostel,No,Good,Yes,Yes,Yes,"Yes, Minor",Not Stressful,No
12/11/2025 22:21:56,Female,16–19 years,2025/2026,Pure and Applied Science (FPAS),100 Level,Master’s Degree,Parents/Guardians,4.50 – 5.00 (First Class),Less than 5 hours,Regular,Hostel,No,Good,No,No,Yes,No,Very Stressful,No
12/11/2025 22:27:22,Male,16–19 years,2021/2022,Pure and Applied Science (FPAS),100 Level,Secondary School,Parents/Guardians,1.50 – 2.49 (Third Class),Less than 5 hours,Regular,Hostel,No,Good,No,No,No,"Yes, Minor",Not Stressful,No
12/11/2025 22:29:41,Male,16–19 years,2024/2025,Pure and Applied Science (FPAS),100 Level,Secondary School,Parents/Guardians,4.50 – 5.00 (First Class),Less than 5 hours,Regular,Hostel,Yes,Good,No,No,No,No,Not Stressful,No
12/11/2025 22:32:40,Male,20–23 years,2023/2024,Computing and Informatics (FCI),300 Level,Some College,Parents/Guardians,2.50 – 3.49 (Second Class Lower),5–10 hours,Regular,Hostel,Yes,Manage,Yes,No,Yes,No,Moderately Stressful,No
12/12/2025 0:18:03,Male,20–23 years,2023/2024,Computing and Informatics (FCI),300 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Above 20 hours,Irregular,Hostel,No,Poor,No,No,No,No,Moderately Stressful,Yes
12/12/2025 0:19:17,Male,16–19 years,2023/2024,Computing and Informatics (FCI),300 Level,Master’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Manage,No,No,Yes,No,Very Stressful,No
